"source_section","source_section_name","field_id","field_name","destination","destination_field_name","destination_format","frequency","transformation","quirks_notes","spec_source"
"I","Nomination Details","I-nominee_relationship","Nominee Relationship","cdsl-bo","NOMINEE_RELATION","CHAR(2)","on-modify","lookup against R","Relationship code FA/MO/SP/SO/DA/BR/SI/GF/GM/OT; mandatory","CDSL/OPS/DP/POLCY/2025/32"
"I","Nomination Details","I-nominee_relationship","Nominee Relationship","nsdl-bo","NomRltnshp","CHAR(2) UDiFF","on-modify","lookup against R","Relationship code element; mandatory","NSDL/POLICY/2025/0006"
"I","Nomination Details","I-nominee_seq","Nominee Sequence Number","cdsl-bo","NOMINEE_SEQ","CHAR(2)","on-modify","[direct]","01-10; line 07 repeating block sequence; rejection if duplicates","CDSL/OPS/DP/POLCY/2025/289"
"I","Nomination Details","I-nominee_seq","Nominee Sequence Number","nsdl-bo","NomSeqNb","VARCHAR(2) UDiFF","on-modify","[direct]","Sequence element 01-10; ordering element in XML","NSDL/POLICY/2025/0006"
"I","Nomination Details","I-nominee_state","Nominee State","back-office","nom_state","VARCHAR(30)","on-modify","[direct]","state for transmission stamp-duty determination","[industry typical]"
"I","Nomination Details","I-number_of_nominees","Number of Nominees","back-office","num_nominees","NUMBER(2)","on-modify","[direct]","1-10; expanded from 3 in Jan 2025","SEBI circular Jan 10, 2025"
"I","Nomination Details","I-number_of_nominees","Number of Nominees","cdsl-bo","NUM_NOMINEES","CHAR(2)","on-modify","[direct]","01-10 per SEBI Jan 10, 2025 revamp; line 07","CDSL/OPS/DP/POLCY/2025/32"
"I","Nomination Details","I-number_of_nominees","Number of Nominees","nsdl-bo","NbOfNomins","VARCHAR(2) UDiFF","on-modify","[direct]","Up to 10 nominees per BO; per SEBI Jan 10, 2025 revamp","NSDL/POLICY/2025/0006"
"I","Nomination Details","I-opt_out_declaration","Opt-Out Declaration","back-office","opt_out_decl","CHAR(1)","on-modify","[direct]","requires 30-day video declaration window; pending status persists in BO","SEBI circular Jan 10, 2025"
"I","Nomination Details","I-opt_out_declaration","Opt-Out Declaration","cdsl-bo","OPT_OUT_FLAG","CHAR(1)","one-time","[direct]","Y if nominator opts out; needs video verification per SEBI; line 07","CDSL/OPS/DP/POLCY/2025/145"
"I","Nomination Details","I-opt_out_declaration","Opt-Out Declaration","nsdl-bo","OptOutDcln","CHAR(1) UDiFF","one-time","[direct]","Opt-out flag; recorded via separate declaration block","NSDL/POLICY/2025/0030"
"J","FATCA/CRS Declaration","J-citizenship_country","Citizenship Country","ckyc","CITIZENSHIP","CHAR(3)","one-time","lookup against R","CKYC supports up to 3 citizenship countries","CKYC/2025/16"
"J","FATCA/CRS Declaration","J-citizenship_country","Citizenship Country","fatca-crs","CITIZENSHIP","CHAR(2)","on-event","[direct]","annual cadence; multi-valued (dual citizens); each citizenship potentially triggers separate CRS reporting","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-citizenship_country","Citizenship Country","kra","CITIZENSHIP","CHAR(2)","on-modify","lookup against R","ISO alpha-2; supports multiple per repeat group","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-country_of_birth","Country of Birth (FATCA)","ckyc","COUNTRY_OF_BIRTH","CHAR(3)","one-time","lookup against R","Same as A-country_of_birth; CKYC alpha-3","CKYC/2025/16"
"J","FATCA/CRS Declaration","J-country_of_birth","Country of Birth","fatca-crs","COUNTRY_OF_BIRTH","CHAR(2)","on-event","[direct]","annual cadence; ISO-3166 alpha-2; US birth -> US-person rebuttable presumption requiring renunciation evidence","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-country_of_birth","Country of Birth (FATCA)","kra","FATCA_CTRY_BIRTH","CHAR(2)","on-modify","lookup against R","ISO alpha-2; FATCA-mandated","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-fatca_declaration_date","FATCA Declaration Date","ckyc","[same]","DATE DD-MM-YYYY","one-time","formatted","CKYC may store via document submission","[industry typical]"
"J","FATCA/CRS Declaration","J-fatca_declaration_date","FATCA Declaration Date","fatca-crs","DECLARATION_DATE","DATE YYYYMMDD","on-event","formatted","annual cadence; must be within last 12 months; KRA validates < 1y for re-upload eligibility","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-fatca_declaration_date","FATCA Declaration Date","kra","FATCA_DECL_DATE","DATE DD/MM/YYYY","on-modify","formatted","Mandatory; date of self-certification","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-fatca_declaration_place","FATCA Declaration Place","ckyc","[same]","VARCHAR(50)","one-time","formatted","Industry-typical","[industry typical]"
"J","FATCA/CRS Declaration","J-fatca_declaration_place","FATCA Declaration Place","fatca-crs","DECLARATION_PLACE","VARCHAR(50)","on-event","[direct]","annual cadence; declaration city/town; free-text","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-fatca_declaration_place","FATCA Declaration Place","kra","FATCA_DECL_PLACE","VARCHAR(50)","on-modify","formatted","City of declaration","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-fatca_signature","FATCA Signature","ckyc","[same]","BLOB","one-time","[direct]","CKYC stores via document image if applicable","[industry typical]"
"J","FATCA/CRS Declaration","J-fatca_signature","FATCA Signature","fatca-crs","SIGNATURE_BLOB","BLOB","on-event","[direct]","annual cadence; digital (e-Sign hash) or scanned wet signature; uploaded as image/PDF attachment to KRA","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-fatca_signature","FATCA Signature","kra","FATCA_SIGN","BLOB","on-modify","[direct]","Digital or scanned; centralized at KRA","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-is_tax_resident_of_india_only","India Tax Resident Only","bse-ucc","FATCA_IN_ONLY","CHAR(1)","one-time","[direct]","FATCA-CRS impact area on UCC master circulars","BSE/20240223-42"
"J","FATCA/CRS Declaration","J-is_tax_resident_of_india_only","Tax Resident India Only","ckyc","TAX_RESIDENT_INDIA_ONLY","CHAR(1)","one-time","[direct]","CKYC optional; FATCA primarily handled at KRA","[industry typical]"
"J","FATCA/CRS Declaration","J-is_tax_resident_of_india_only","India-only Tax Residency Flag","fatca-crs","IND_TAX_RES_ONLY","CHAR(1)","on-event","[direct]","annual cadence (FATCA Form re-affirmed yearly); if Y, J08-J12 left blank; central upload to KRA effective Jul 1, 2024","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-is_tax_resident_of_india_only","Tax Resident India Only","kra","TAX_RES_INDIA_ONLY","CHAR(1)","on-modify","[direct]","Y/N; centralized at KRA since 01-Jul-2024; KRA stores FATCA self-cert","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-is_tax_resident_of_india_only","India Tax Resident Only","mcx-ucc","FATCA_IN_ONLY","CHAR(1)","one-time","[direct]","FATCA-CRS tagged in UCC submission per onboarding flow","MCX/TECH/394/2023"
"J","FATCA/CRS Declaration","J-is_tax_resident_of_india_only","India Tax Resident Only","nse-ucc","FATCA_IN_ONLY","CHAR(1)","one-time","[direct]","Y simplifies UCC; N triggers FATCA tax-country annex","NSE/ISC/61817"
"J","FATCA/CRS Declaration","J-is_us_person","US Person Flag","ckyc","US_PERSON_FLAG","CHAR(1)","one-time","[direct]","CKYC captures for cross-sector consistency","[industry typical]"
"J","FATCA/CRS Declaration","J-is_us_person","US Person Status","fatca-crs","US_PERSON_FLAG","CHAR(1)","on-event","[direct]","annual cadence; triggers FATCA W-9 equivalent; if Y, US TIN/SSN mandatory and J04 (green card) asked","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-is_us_person","US Person Flag","kra","US_PERSON_FLAG","CHAR(1)","on-modify","[direct]","Y/N; triggers FATCA reporting if Y","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-place_of_birth_city","Place of Birth City","ckyc","PLACE_OF_BIRTH","VARCHAR(50)","one-time","formatted","CKYC same as A-place_of_birth","CKYC/2025/16"
"J","FATCA/CRS Declaration","J-place_of_birth_city","Place of Birth City","fatca-crs","POB_CITY","VARCHAR(50)","on-event","[direct]","annual cadence; free-text city/town; cross-validated with passport place-of-birth where available","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-place_of_birth_city","Place of Birth City","kra","FATCA_POB_CITY","VARCHAR(50)","on-modify","formatted","FATCA mandatory","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_country","Tax Residency Country","ckyc","[same]","CHAR(3)","one-time","lookup against R","CKYC may capture for non-US tax-residency","[industry typical]"
"J","FATCA/CRS Declaration","J-tax_country","Tax Residence Country","fatca-crs","TAX_RES_COUNTRY","CHAR(2)","on-event","[direct]","annual cadence; ISO-3166 alpha-2; one row per country of tax residence (max 5)","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_country","Tax Residency Country","kra","TAX_COUNTRY","CHAR(2)","on-modify","lookup against R","Repeats up to 5 countries; KRA centralization since 01-Jul-2024","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_country_seq","Tax Country Sequence","fatca-crs","TAX_RES_SEQ","NUMBER(1)","on-event","[direct]","annual cadence; 1-5; if J01=N, repeat block per non-IN tax residence","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_id_number","Tax ID Number","ckyc","[same]","VARCHAR(30)","one-time","[direct]","Industry-typical mapping; CKYC optional","[industry typical]"
"J","FATCA/CRS Declaration","J-tax_id_number","Foreign Tax ID Number (TIN)","fatca-crs","FOREIGN_TIN","VARCHAR(30)","on-event","[direct]","annual cadence; TIN format varies by country; OECD TIN-online portal used for format check; uploaded to KRA per Feb 2024 circular","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_id_number","Tax ID Number","kra","TAX_TIN","VARCHAR(30)","on-modify","[direct]","TIN for each tax country","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_id_type","Tax ID Type","ckyc","[same]","CHAR(2)","one-time","[direct]","CKYC industry-typical","[industry typical]"
"J","FATCA/CRS Declaration","J-tax_id_type","Tax ID Type","fatca-crs","TIN_TYPE","CHAR(2)","on-event","[direct]","annual cadence; TIN/SSN/EIN; required to disambiguate identifier when country issues multiple types","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tax_id_type","Tax ID Type","kra","TIN_TYPE","CHAR(2)","on-modify","[direct]","TIN/SSN/EIN etc","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tin_not_available_reason","TIN Not Available Reason","ckyc","[same]","CHAR(1)","one-time","[direct]","Industry-typical","[industry typical]"
"J","FATCA/CRS Declaration","J-tin_not_available_reason","TIN Not Available Reason","fatca-crs","TIN_ABSENT_RSN","CHAR(2)","on-event","[direct]","annual cadence; A/B/C codes per OECD CRS schema; reason B (unable to obtain) requires explanation","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-tin_not_available_reason","TIN Not Available Reason","kra","TIN_NA_REASON","CHAR(1)","on-modify","[direct]","A=Country doesn't issue, B=Unable, C=Not required","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-us_green_card_holder","US Green Card Holder","ckyc","[same]","CHAR(1)","one-time","[direct]","CKYC may not capture; industry-typical extension","[industry typical]"
"J","FATCA/CRS Declaration","J-us_green_card_holder","US Green Card Holder","fatca-crs","GREEN_CARD_FLAG","CHAR(1)","on-event","[direct]","annual cadence; required if J02=Y; green-card holders are US tax persons even if Indian-resident","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-us_green_card_holder","US Green Card Holder","kra","US_GREEN_CARD","CHAR(1)","on-modify","[direct]","Conditional; affects FATCA reporting class","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-us_tin_ssn","US TIN/SSN","ckyc","[same]","VARCHAR(11)","one-time","[direct]","CKYC captures TIN when applicable","[industry typical]"
"J","FATCA/CRS Declaration","J-us_tin_ssn","US TIN / SSN","fatca-crs","US_TIN","CHAR(11)","on-event","[direct]","annual cadence; 9-digit SSN or US TIN; mandatory if J02=Y; format US-XXX-XX-XXXX accepted","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"J","FATCA/CRS Declaration","J-us_tin_ssn","US TIN/SSN","kra","US_TIN","VARCHAR(11)","on-modify","[direct]","Conditional if is_us_person=Y","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"K","PEP & AML Declaration","K-beneficial_owner_declaration","Beneficial Owner Self-Decl","aml-fiu","BO_SELF_FLAG","CHAR(1)","on-event","[direct]","Y means client is BO of own account; N triggers BO-details capture per PMLR 2023 (10% threshold)","FIU-IND-PMLR-AMEND-2023-03-07"
"K","PEP & AML Declaration","K-beneficial_owner_declaration","BO Declaration","back-office","bo_decl_flg","CHAR(1)","on-modify","[direct]","N triggers full BO-details capture in AML case file","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-beneficial_owner_declaration","Beneficial Owner Declaration","ckyc","BENEFICIAL_OWNER_DECL","CHAR(1)","one-time","[direct]","CKYC mandatory at upload","CKYC/2025/16"
"K","PEP & AML Declaration","K-beneficial_owner_declaration","Beneficial Owner Declaration","kra","BO_DECLARATION","CHAR(1)","on-modify","[direct]","Y if acting for self; PMLA Rule 9 lowered BO threshold per 2023 amendment","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-beneficial_owner_details","Beneficial Owner Details","aml-fiu","BO_DETAILS","VARCHAR(500)","on-event","[manual]","full BO disclosure narrative; mandatory if K05=N; FIU may demand on STR follow-up","FIU-IND-PMLR-AMEND-2023-03-07"
"K","PEP & AML Declaration","K-beneficial_owner_details","BO Details (PMLR threshold)","aml-fiu","BO_THRESHOLD_DETAILS","VARCHAR(500)","on-event","[manual]","non-individual BO at >=10% ownership/control per PMLR 7-Mar-2023; partnership threshold 10%","FIU-IND-PMLR-AMEND-2023-03-07"
"K","PEP & AML Declaration","K-beneficial_owner_details","Beneficial Owner Details","ckyc","BENEFICIAL_OWNER_DETAILS","VARCHAR(500)","one-time","formatted","CKYC captures related-persons block","CKYC/2025/16"
"K","PEP & AML Declaration","K-beneficial_owner_details","Beneficial Owner Details","kra","BO_DETAILS","VARCHAR(500)","on-modify","formatted","Conditional if BO declaration=N; details of actual BO","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep","PEP Status","aml-fiu","PEP_FLAG","CHAR(1)","on-event","[direct]","PEP-flagged accounts get EDD; STR triggered on any threshold breach when PEP=Y","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep","Is PEP","back-office","pep_flg","CHAR(1)","on-modify","[direct]","Y triggers EDD; AML risk-tier = High immediately","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep","PEP Flag","bse-ucc","PEP_FLAG","CHAR(1)","on-modify","[direct]","Y/N declaration for AML/EDD surveillance","BSE/20240223-42"
"K","PEP & AML Declaration","K-is_pep","PEP Flag","ckyc","PEP_FLAG","CHAR(1)","one-time","[direct]","CKYC PEP indicator; mandatory","CKYC/2025/16"
"K","PEP & AML Declaration","K-is_pep","PEP Flag","kra","PEP_FLAG","CHAR(1)","on-modify","[direct]","Y/N; triggers EDD; KRA-stored per AML master circular","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep","PEP Flag","mcx-ucc","PEP_FLAG","CHAR(1)","on-modify","[direct]","Y/N; AML metadata into FIU-IND reporting","MCX/MEM/707/2022"
"K","PEP & AML Declaration","K-is_pep","PEP Flag","nse-ucc","PEP_FLAG","CHAR(1)","on-modify","[direct]","Y/N; triggers EDD; surveillance reference","NSE/ISC/61817"
"K","PEP & AML Declaration","K-is_pep","Is PEP","rms","pep_risk_flg","CHAR(1)","on-modify","[direct]","Y forces conservative exposure limits and additional surveillance margin","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep","Is PEP","rms","rms_aml_risk_tier","VARCHAR(2)","daily","derived from Y","AML risk tier (Low/Med/High); High forces conservative exposure","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep_related","PEP-Related Status","aml-fiu","PEP_RELATED_FLAG","CHAR(1)","on-event","[direct]","immediate family / close associate; same EDD treatment as direct PEP per PMLR 2023 amend","FIU-IND-PMLR-AMEND-2023-03-07"
"K","PEP & AML Declaration","K-is_pep_related","Is PEP-Related","back-office","pep_related_flg","CHAR(1)","on-modify","[direct]","Y triggers EDD; flagged in BO audit trail","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-is_pep_related","PEP-Related Flag","ckyc","PEP_RELATED","CHAR(1)","one-time","[direct]","CKYC field for related-PEP classification","CKYC/2025/16"
"K","PEP & AML Declaration","K-is_pep_related","PEP-Related Flag","kra","PEP_RELATED","CHAR(1)","on-modify","[direct]","Related to a PEP; same EDD trigger","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-pep_details","PEP Details","aml-fiu","PEP_NARRATIVE","VARCHAR(200)","on-event","[manual]","free-text name/designation/relationship; included verbatim in STR Part-D narrative","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"K","PEP & AML Declaration","K-pep_details","PEP Details","back-office","pep_details","VARCHAR(200)","on-modify","[direct]","free-text; appears in AML case file","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
